eventid|venueid|catid|eventname|starttime
4888|52|9|Monsters of Rock|2008-02-03 15:00:00.000000
5901|65|9|Armando Manzanero|2008-02-03 19:30:00.000000
6286|95|9|Ben Folds|2008-02-03 19:00:00.000000
6368|26|9|Duran Duran|2008-02-03 19:00:00.000000
7380|109|9|Donna Summer|2008-02-03 19:30:00.000000
8333|116|9|Sammy Hagar|2008-02-03 19:00:00.000000
8686|35|9|Rancid|2008-02-03 19:00:00.000000
1060|231|6|Chicago|2008-02-04 20:00:00.000000
1924|221|7|The Tempest|2008-02-04 14:30:00.000000
4183|32|9|Iggy and the Stooges|2008-02-04 19:30:00.000000
4811|84|9|Sigur Ros|2008-02-04 19:30:00.000000
4953|31|9|Sarah Brightman|2008-02-04 19:00:00.000000
5543|9|9|Patty Griffin|2008-02-04 14:00:00.000000
5596|92|9|Tokyo Police Club|2008-02-04 15:00:00.000000
5774|36|9|Billy Idol|2008-02-04 19:00:00.000000
5787|124|9|Tom Jones|2008-02-04 19:30:00.000000
5793|74|9|Sugarland|2008-02-04 15:00:00.000000
5813|128|9|The Kooks|2008-02-04 19:30:00.000000
6763|25|9|Jesse McCartney|2008-02-04 19:30:00.000000
7057|43|9|Manhattan Transfer|2008-02-04 19:00:00.000000
7205|30|9|Insane Clown Posse|2008-02-04 19:00:00.000000
1236|208|6|Mamma Mia!|2008-02-05 15:00:00.000000
1429|247|6|Jersey Boys|2008-02-05 19:30:00.000000
1979|225|7|Cirque du Soleil|2008-02-05 19:30:00.000000
2347|225|7|The 39 Steps|2008-02-05 14:30:00.000000
2400|201|7|Romeo and Juliet|2008-02-05 19:30:00.000000
2609|249|7|The Country Girl|2008-02-05 19:00:00.000000
3025|215|7|The Seafarer|2008-02-05 14:00:00.000000
5011|58|9|.38 Special|2008-02-05 14:00:00.000000
5016|16|9|Nashville Star|2008-02-05 14:00:00.000000
6025|3|9|Sweet Honey in the Rock|2008-02-05 14:00:00.000000
398|303|8|The Birds (Die Vogel)|2008-02-06 19:30:00.000000
400|301|8|Thais|2008-02-06 19:00:00.000000
1162|235|6|High School Musical|2008-02-06 15:00:00.000000
2726|228|7|Look Back in Anger|2008-02-06 20:00:00.000000
3718|237|7|Waiting for Godot|2008-02-06 15:00:00.000000
4029|62|9|Sweet Honey in the Rock|2008-02-06 14:30:00.000000
4159|41|9|Jimmy Eat World|2008-02-06 15:00:00.000000
4341|8|9|Ana Gabriel|2008-02-06 19:00:00.000000
5110|71|9|Nofx|2008-02-06 19:30:00.000000
5696|64|9|Cowboy Junkies|2008-02-06 19:30:00.000000
6605|66|9|David Sanborn|2008-02-06 19:30:00.000000
7304|50|9|The Raconteurs|2008-02-06 19:00:00.000000
7398|2|9|Steely Dan|2008-02-06 19:30:00.000000
2012|221|7|Rhinoceros|2008-02-07 14:30:00.000000
3594|240|7|Passing Strange|2008-02-07 19:00:00.000000
3925|3|9|Donny Osmond|2008-02-07 14:30:00.000000
3974|31|9|Coldplay|2008-02-07 20:00:00.000000
4763|36|9|Rick Springfield|2008-02-07 20:00:00.000000
8255|94|9|Colbie Caillat|2008-02-07 15:00:00.000000
8524|56|9|Mogwai|2008-02-07 19:00:00.000000
777|221|6|Oliver!|2008-02-08 14:00:00.000000
926|226|6|Gypsy|2008-02-08 20:00:00.000000
3546|218|7|The Glass Menagerie|2008-02-08 19:00:00.000000
3762|229|7|The Glass Menagerie|2008-02-08 15:00:00.000000
3783|244|7|Macbeth|2008-02-08 14:00:00.000000
3888|125|9|Allman Brothers Band|2008-02-08 15:00:00.000000
4901|57|9|ZZ Top|2008-02-08 14:00:00.000000
4903|94|9|The Raconteurs|2008-02-08 15:00:00.000000
5067|95|9|Dolly Parton|2008-02-08 19:00:00.000000
8021|98|9|Black Crowes|2008-02-08 14:00:00.000000
8075|19|9|Eagles|2008-02-08 14:00:00.000000
1628|259|6|O - Cirque du Soleil|2008-02-09 15:00:00.000000
1786|263|6|Beatles LOVE|2008-02-09 19:30:00.000000
2273|226|7|The Tempest|2008-02-09 14:00:00.000000
3291|219|7|A Man For All Seasons|2008-02-09 19:30:00.000000
4107|1|9|Loretta Lynn|2008-02-09 19:00:00.000000
4490|121|9|Oliver Dragojevic|2008-02-09 14:00:00.000000
4787|12|9|American Idols Live|2008-02-09 14:00:00.000000
5657|72|9|Coheed and Cambria|2008-02-09 14:00:00.000000
6594|76|9|Cake|2008-02-09 19:30:00.000000
6631|81|9|Burt Bacharach|2008-02-09 15:00:00.000000
6742|47|9|Teddy Geiger|2008-02-09 19:30:00.000000
7116|39|9|Smash Mouth|2008-02-09 14:00:00.000000
7207|5|9|Ani DiFranco|2008-02-09 19:00:00.000000
8701|125|9|Danny Nova|2008-02-09 14:00:00.000000
73|308|8|L Elisir d Amore|2008-02-10 14:30:00.000000
95|309|8|The Queen of Spades|2008-02-10 14:00:00.000000
383|302|8|The Magic Flute|2008-02-10 20:00:00.000000
1815|203|7|Young Frankenstein|2008-02-10 20:00:00.000000
3535|214|7|Rock 'n' Roll|2008-02-10 20:00:00.000000
3580|248|7|A Midsummer Night's Dream|2008-02-10 20:00:00.000000
4354|64|9|Gordon Lightfoot|2008-02-10 19:30:00.000000
4617|20|9|ZZ Top|2008-02-10 14:30:00.000000
4754|96|9|Cute Is What We Aim For|2008-02-10 20:00:00.000000
5379|93|9|.38 Special|2008-02-10 19:00:00.000000
6884|77|9|Foo Fighters|2008-02-10 15:00:00.000000
7285|35|9|Los Temerarios|2008-02-10 14:00:00.000000
7445|60|9|Judas Priest|2008-02-10 19:30:00.000000
7595|64|9|The Police|2008-02-10 19:00:00.000000
8490|22|9|Eddie Money|2008-02-10 19:00:00.000000
101|309|8|Die Walkure|2008-02-11 15:00:00.000000
636|218|6|The Lion King|2008-02-11 14:30:00.000000
783|237|6|Seven Brides for Seven Brothers|2008-02-11 14:00:00.000000
1272|200|6|Dirty Dancing|2008-02-11 14:00:00.000000
3188|244|7|The Bacchae|2008-02-11 19:00:00.000000
3538|217|7|November|2008-02-11 20:00:00.000000
3713|216|7|A Doll's House|2008-02-11 14:30:00.000000
3993|39|9|G. Love and Special Sauce|2008-02-11 14:00:00.000000
4732|127|9|Monsters of Rock|2008-02-11 14:30:00.000000
5757|128|9|Wynonna|2008-02-11 19:30:00.000000
6849|81|9|Jill Scott|2008-02-11 19:00:00.000000
7427|22|9|The Black Keys|2008-02-11 19:00:00.000000
8580|101|9|Bon Jovi|2008-02-11 15:00:00.000000
76|306|8|Il Trovatore|2008-02-12 19:30:00.000000
351|303|8|Tristan und Isolde|2008-02-12 19:00:00.000000
730|248|6|Grease|2008-02-12 15:00:00.000000
853|248|6|High School Musical|2008-02-12 14:00:00.000000
1612|256|6|Folies Bergere|2008-02-12 14:30:00.000000
2092|221|7|The Seagull|2008-02-12 15:00:00.000000
2260|227|7|Wicked|2008-02-12 15:00:00.000000
2709|246|7|Rhinoceros|2008-02-12 19:00:00.000000
3759|205|7|The Tempest|2008-02-12 15:00:00.000000
4632|116|9|Tesla|2008-02-12 15:00:00.000000
4734|75|9|Fergie|2008-02-12 19:00:00.000000
5544|17|9|Joanna Newsom|2008-02-12 14:00:00.000000
5676|1|9|Celtic Thunder|2008-02-12 19:00:00.000000
5876|7|9|Ben Folds|2008-02-12 15:00:00.000000
6904|51|9|Celtic Thunder|2008-02-12 14:00:00.000000
7784|113|9|Lucinda Williams|2008-02-12 14:00:00.000000
8673|122|9|Kansas|2008-02-12 15:00:00.000000
683|232|6|Memphis - The Birth of Rock n Roll|2008-02-13 15:00:00.000000
2465|234|7|Electra|2008-02-13 14:30:00.000000
3195|235|7|The Caucasian Chalk Circle|2008-02-13 20:00:00.000000
4358|40|9|Weird Al Yankovic|2008-02-13 20:00:00.000000
4599|128|9|Marco Antonio Solis|2008-02-13 19:00:00.000000
4791|63|9|The Roots|2008-02-13 14:00:00.000000
5747|113|9|Frankie Valli|2008-02-13 19:00:00.000000
5811|5|9|Merle Haggard|2008-02-13 19:30:00.000000
6515|12|9|Kenny Wayne Shepherd|2008-02-13 15:00:00.000000
6752|103|9|Tom Petty and the Heartbreakers|2008-02-13 19:00:00.000000
6847|116|9|Bobby Brown|2008-02-13 15:00:00.000000
7024|37|9|Brooks and Dunn|2008-02-13 14:00:00.000000
8298|23|9|Dandy Warhols|2008-02-13 19:30:00.000000
308|302|8|Eugene Onegin|2008-02-14 15:00:00.000000
761|242|6|Billy Elliot the Musical|2008-02-14 19:00:00.000000
803|237|6|Hairspray|2008-02-14 19:30:00.000000
3117|213|7|The Seagull|2008-02-14 19:30:00.000000
3294|245|7|The Homecoming|2008-02-14 19:30:00.000000
3781|244|7|Iphigenia|2008-02-14 19:30:00.000000
5431|126|9|Mars Volta|2008-02-14 14:00:00.000000
5463|70|9|Peter Frampton|2008-02-14 14:00:00.000000
6334|32|9|Alice Cooper|2008-02-14 19:00:00.000000
6508|47|9|The Swell Season|2008-02-14 19:30:00.000000
6696|1|9|Ani DiFranco|2008-02-14 19:30:00.000000
7142|56|9|Linkin Park|2008-02-14 14:00:00.000000
363|302|8|Salome|2008-02-15 15:00:00.000000
707|216|6|The Little Mermaid|2008-02-15 20:00:00.000000
811|240|6|West Side Story|2008-02-15 20:00:00.000000
1057|218|6|Curtains|2008-02-15 19:00:00.000000
2037|249|7|The Country Girl|2008-02-15 20:00:00.000000
2481|221|7|November|2008-02-15 20:00:00.000000
3061|208|7|A Tale of Two Cities|2008-02-15 20:00:00.000000
3180|220|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-02-15 19:30:00.000000
3466|217|7|The Farnsworth Invention|2008-02-15 15:00:00.000000
3557|209|7|The Caretaker|2008-02-15 19:30:00.000000
3890|50|9|Matchbox Twenty|2008-02-15 19:00:00.000000
4475|19|9|Emmylou Harris|2008-02-15 15:00:00.000000
4849|102|9|Jason Mraz|2008-02-15 15:00:00.000000
5814|14|9|Regina Spektor|2008-02-15 19:00:00.000000
6131|81|9|Rusted Root|2008-02-15 19:00:00.000000
6807|64|9|Los Lonely Boys|2008-02-15 19:30:00.000000
8186|124|9|Wisin y Yandel|2008-02-15 15:00:00.000000
8703|42|9|Bon Jovi|2008-02-15 15:00:00.000000
115|309|8|La Gioconda|2008-02-16 20:00:00.000000
146|306|8|Die Walkure|2008-02-16 14:00:00.000000
801|227|6|West Side Story|2008-02-16 15:00:00.000000
1106|217|6|Mary Poppins|2008-02-16 14:00:00.000000
1375|227|6|The Lion King|2008-02-16 15:00:00.000000
1850|218|7|Rosencrantz and Guildenstern Are Dead|2008-02-16 20:00:00.000000
2160|229|7|Woyzeck|2008-02-16 14:30:00.000000
4436|70|9|George Thorogood|2008-02-16 20:00:00.000000
4716|25|9|B.B. King|2008-02-16 14:00:00.000000
5315|111|9|Matisyahu|2008-02-16 19:30:00.000000
5355|62|9|Lindsey Buckingham|2008-02-16 19:00:00.000000
5883|12|9|Erykah Badu|2008-02-16 19:30:00.000000
7143|32|9|Stray Cats|2008-02-16 15:00:00.000000
7517|113|9|Lyle Lovett|2008-02-16 15:00:00.000000
7626|84|9|Isaac Hayes|2008-02-16 15:00:00.000000
8762|64|9|Oasis|2008-02-16 14:00:00.000000
4231|121|9|Chromeo|2008-02-17 19:30:00.000000
4598|101|9|Flogging Molly|2008-02-17 20:00:00.000000
5554|90|9|Kool and The Gang|2008-02-17 14:00:00.000000
6657|10|9|Great Big Sea|2008-02-17 19:30:00.000000
7373|101|9|Air Supply|2008-02-17 19:00:00.000000
7543|10|9|George Thorogood|2008-02-17 14:00:00.000000
8650|39|9|Tokio Hotel|2008-02-17 15:00:00.000000
8662|107|9|Brian Jonestown Massacre|2008-02-17 19:00:00.000000
274|305|8|Siegfried|2008-02-18 19:00:00.000000
597|237|6|A Chorus Line|2008-02-18 19:00:00.000000
770|211|6|Kiss Me Kate|2008-02-18 20:00:00.000000
834|236|6|Jersey Boys|2008-02-18 14:30:00.000000
1309|207|6|The King and I|2008-02-18 14:30:00.000000
2060|201|7|Wicked|2008-02-18 14:30:00.000000
2436|220|7|Rosencrantz and Guildenstern Are Dead|2008-02-18 15:00:00.000000
3163|235|7|Our Town|2008-02-18 14:30:00.000000
3176|230|7|Julius Caesar|2008-02-18 20:00:00.000000
4211|14|9|Rock To Win At the DNC|2008-02-18 14:30:00.000000
4830|14|9|Maze|2008-02-18 19:00:00.000000
7399|74|9|Widespread Panic|2008-02-18 14:00:00.000000
757|215|6|Dirty Dancing|2008-02-19 14:30:00.000000
1201|233|6|High Society|2008-02-19 19:00:00.000000
1338|201|6|Shrek the Musical|2008-02-19 15:00:00.000000
2121|217|7|Glengarry Glen Ross|2008-02-19 14:00:00.000000
2725|218|7|Julius Caesar|2008-02-19 14:30:00.000000
3698|234|7|Rosencrantz and Guildenstern Are Dead|2008-02-19 20:00:00.000000
4499|114|9|Irish Tenors|2008-02-19 14:30:00.000000
4695|104|9|The Roots|2008-02-19 20:00:00.000000
5111|46|9|Sara Evans|2008-02-19 19:00:00.000000
5854|69|9|Dierks Bentley|2008-02-19 19:00:00.000000
6364|101|9|David Sanborn|2008-02-19 15:00:00.000000
6448|21|9|G. Love and Special Sauce|2008-02-19 19:30:00.000000
8458|31|9|Aretha Franklin|2008-02-19 15:00:00.000000
397|305|8|L Elisir d Amore|2008-02-20 19:30:00.000000
1987|201|7|The Country Girl|2008-02-20 14:30:00.000000
2026|243|7|Our Town|2008-02-20 19:00:00.000000
2171|228|7|Oedipus the King|2008-02-20 19:00:00.000000
2742|209|7|Spring Awakening|2008-02-20 14:00:00.000000
3599|222|7|Cirque du Soleil|2008-02-20 20:00:00.000000
4869|42|9|Nashville Star|2008-02-20 19:00:00.000000
7271|80|9|Michael Buble|2008-02-20 19:30:00.000000
8659|115|9|Smash Mouth|2008-02-20 14:00:00.000000
1808|232|7|As You Like It|2008-02-21 19:30:00.000000
2035|246|7|The Seagull|2008-02-21 15:00:00.000000
2618|235|7|Look Back in Anger|2008-02-21 20:00:00.000000
2665|246|7|Hedda Gabler|2008-02-21 20:00:00.000000
3204|239|7|A Bronx Tale|2008-02-21 15:00:00.000000
3426|231|7|Spring Awakening|2008-02-21 19:30:00.000000
5309|102|9|Blue Man Group How To Be A Megastar Tour|2008-02-21 14:00:00.000000
5346|8|9|Janet Jackson|2008-02-21 14:00:00.000000
5495|34|9|Boston|2008-02-21 19:30:00.000000
5931|87|9|Joanna Newsom|2008-02-21 19:00:00.000000
6415|107|9|Little River Band|2008-02-21 19:30:00.000000
6653|91|9|Montgomery Gentry|2008-02-21 19:00:00.000000
6900|33|9|Jessica Simpson|2008-02-21 19:00:00.000000
7230|92|9|Trisha Yearwood|2008-02-21 14:00:00.000000
8250|107|9|Paramore|2008-02-21 19:30:00.000000
1611|253|6|Blue Man Group|2008-02-22 19:30:00.000000
2197|216|7|Avenue Q|2008-02-22 14:30:00.000000
3380|228|7|To Be or Not To Be|2008-02-22 14:30:00.000000
3884|115|9|Decemberists|2008-02-22 20:00:00.000000
4305|116|9|Jim Brickman|2008-02-22 20:00:00.000000
5092|58|9|Live|2008-02-22 15:00:00.000000
5661|73|9|Bette Midler|2008-02-22 19:30:00.000000
6212|21|9|Cowboy Junkies|2008-02-22 19:00:00.000000
6405|13|9|Crosby Stills Nash|2008-02-22 19:00:00.000000
6889|108|9|Govt Mule|2008-02-22 19:30:00.000000
7672|67|9|Jamboree in the Hills|2008-02-22 19:30:00.000000
8278|52|9|Wolf Parade|2008-02-22 15:00:00.000000
8503|37|9|Armando Manzanero|2008-02-22 15:00:00.000000
433|301|8|Orfeo ed Euridice|2008-02-23 14:30:00.000000
920|240|6|A Catered Affair|2008-02-23 14:00:00.000000
1326|206|6|Seven Brides for Seven Brothers|2008-02-23 20:00:00.000000
1664|257|6|Phantom of the Opera|2008-02-23 20:00:00.000000
1906|243|7|Cirque du Soleil|2008-02-23 14:30:00.000000
2978|214|7|Iphigenia|2008-02-23 19:00:00.000000
3181|213|7|Avenue Q|2008-02-23 14:00:00.000000
3717|205|7|The Frogs|2008-02-23 19:30:00.000000
5459|126|9|Jimmy Buffett|2008-02-23 19:00:00.000000
5863|48|9|Toby Keith|2008-02-23 15:00:00.000000
6141|34|9|The Whigs|2008-02-23 14:00:00.000000
6499|125|9|Dj Tiesto|2008-02-23 14:00:00.000000
6749|122|9|Dolly Parton|2008-02-23 15:00:00.000000
6869|56|9|Killers|2008-02-23 19:00:00.000000
6972|20|9|Stone Temple Pilots|2008-02-23 14:00:00.000000
7074|128|9|Jill Scott|2008-02-23 19:00:00.000000
7815|105|9|Dave Koz|2008-02-23 19:00:00.000000
8548|12|9|Kenny G|2008-02-23 15:00:00.000000
356|301|8|La Boheme|2008-02-24 19:30:00.000000
754|222|6|Mamma Mia!|2008-02-24 20:00:00.000000
878|214|6|Memphis - The Birth of Rock n Roll|2008-02-24 14:00:00.000000
2091|208|7|Endgame|2008-02-24 15:00:00.000000
2819|219|7|A Streetcar Named Desire|2008-02-24 19:00:00.000000
4088|93|9|Aimee Mann|2008-02-24 19:30:00.000000
6163|23|9|John Fogerty|2008-02-24 14:00:00.000000
7002|30|9|Al Green|2008-02-24 19:30:00.000000
7673|64|9|My Morning Jacket|2008-02-24 19:00:00.000000
7693|128|9|Celine Dion|2008-02-24 19:30:00.000000
8009|100|9|Stone Temple Pilots|2008-02-24 19:00:00.000000
8321|20|9|Wallflowers|2008-02-24 19:30:00.000000
8494|28|9|Calibash|2008-02-24 19:00:00.000000
165|301|8|Die Walkure|2008-02-25 15:00:00.000000
213|300|8|Die Walkure|2008-02-25 14:30:00.000000
1843|235|7|Rhinoceros|2008-02-25 19:00:00.000000
2202|227|7|The Tempest|2008-02-25 15:00:00.000000
2209|242|7|Our Town|2008-02-25 14:00:00.000000
3016|231|7|Rhinoceros|2008-02-25 20:00:00.000000
6158|29|9|Jason Mraz|2008-02-25 14:00:00.000000
6419|76|9|Zucchero|2008-02-25 15:00:00.000000
6647|91|9|UB40|2008-02-25 19:30:00.000000
6815|108|9|John Mayer|2008-02-25 19:30:00.000000
6841|104|9|70s Soul Jam|2008-02-25 14:00:00.000000
7269|75|9|Govt Mule|2008-02-25 19:30:00.000000
8396|7|9|Chaka Khan|2008-02-25 14:00:00.000000
267|303|8|Rusalka|2008-02-26 14:00:00.000000
654|225|6|The King and I|2008-02-26 20:00:00.000000
3246|237|7|King Lear|2008-02-26 14:00:00.000000
4124|91|9|Calibash|2008-02-26 20:00:00.000000
5302|10|9|Cher|2008-02-26 15:00:00.000000
6116|2|9|Cake|2008-02-26 14:00:00.000000
7187|65|9|Sunday in the Country|2008-02-26 19:30:00.000000
8479|74|9|Joe Satriani|2008-02-26 14:00:00.000000
8553|92|9|John Prine|2008-02-26 15:00:00.000000
942|213|6|Shrek the Musical|2008-02-27 19:30:00.000000
1189|237|6|Seven Brides for Seven Brothers|2008-02-27 14:30:00.000000
1989|235|7|The Bacchae|2008-02-27 19:30:00.000000
3531|247|7|Hedda Gabler|2008-02-27 19:00:00.000000
3598|235|7|Passing Strange|2008-02-27 19:30:00.000000
5593|46|9|Demi Lovato|2008-02-27 19:30:00.000000
6989|93|9|Flogging Molly|2008-02-27 19:00:00.000000
7529|121|9|Counting Crows and Maroon 5|2008-02-27 15:00:00.000000
8718|87|9|George Michael|2008-02-27 14:00:00.000000
443|305|8|Tristan und Isolde|2008-02-28 14:30:00.000000
533|219|6|Curtains|2008-02-28 15:00:00.000000
747|211|6|A Chorus Line|2008-02-28 15:00:00.000000
2294|209|7|Woyzeck|2008-02-28 19:00:00.000000
3223|216|7|The Frogs|2008-02-28 14:00:00.000000
3821|79|9|Charlie Daniels Band|2008-02-28 19:30:00.000000
3824|98|9|Govt Mule|2008-02-28 14:00:00.000000
4201|61|9|Jesse McCartney|2008-02-28 15:00:00.000000
4706|39|9|The Guess Who|2008-02-28 19:30:00.000000
4766|97|9|Christina Aguilera|2008-02-28 14:30:00.000000
4938|68|9|Reba McEntire|2008-02-28 15:00:00.000000
5447|41|9|Blake Shelton|2008-02-28 15:00:00.000000
7256|55|9|Wilco|2008-02-28 19:30:00.000000
7514|16|9|The Guess Who|2008-02-28 15:00:00.000000
343|303|8|La Sonnambula|2008-03-01 15:00:00.000000
548|214|6|The King and I|2008-03-01 14:30:00.000000
955|244|6|Mary Poppins|2008-03-01 14:00:00.000000
1606|258|6|Beatles LOVE|2008-03-01 20:00:00.000000
1755|258|6|Blue Man Group|2008-03-01 15:00:00.000000
2000|223|7|Macbeth|2008-03-01 19:00:00.000000
2023|229|7|Cirque du Soleil|2008-03-01 20:00:00.000000
2071|248|7|Waiting for Godot|2008-03-01 14:00:00.000000
2244|200|7|Rock 'n' Roll|2008-03-01 19:00:00.000000
2323|221|7|Waiting for Godot|2008-03-01 20:00:00.000000
2508|213|7|Othello|2008-03-01 19:00:00.000000
2698|233|7|The Frogs|2008-03-01 14:30:00.000000
3497|210|7|The Tempest|2008-03-01 15:00:00.000000
3780|226|7|The Glass Menagerie|2008-03-01 19:30:00.000000
3828|38|9|Eddie Vedder|2008-03-01 20:00:00.000000
4654|13|9|Maze|2008-03-01 15:00:00.000000
6028|9|9|Idina Menzel|2008-03-01 19:30:00.000000
6062|37|9|Dierks Bentley|2008-03-01 19:30:00.000000
7029|80|9|Jonny Lang|2008-03-01 15:00:00.000000
7128|87|9|Zucchero|2008-03-01 19:00:00.000000
7671|4|9|Jamboree in the Hills|2008-03-01 15:00:00.000000
8509|10|9|Tina Turner|2008-03-01 19:00:00.000000
327|305|8|La Boheme|2008-03-02 14:30:00.000000
809|218|6|Fiddler on the Roof|2008-03-02 20:00:00.000000
1480|239|6|Oliver!|2008-03-02 14:30:00.000000
1863|218|7|The Bacchae|2008-03-02 14:30:00.000000
1963|207|7|Hedda Gabler|2008-03-02 14:30:00.000000
2638|233|7|Young Frankenstein|2008-03-02 14:00:00.000000
3111|249|7|Passing Strange|2008-03-02 20:00:00.000000
3772|231|7|Spring Awakening|2008-03-02 20:00:00.000000
4719|125|9|Keith Sweat|2008-03-02 15:00:00.000000
5784|44|9|My Bloody Valentine|2008-03-02 15:00:00.000000
5812|27|9|Suzanne Vega|2008-03-02 19:00:00.000000
5913|111|9|Charlie Daniels Band|2008-03-02 19:30:00.000000
7785|105|9|Patty Griffin|2008-03-02 19:30:00.000000
8157|98|9|Cold War Kids|2008-03-02 19:00:00.000000
42|305|8|La Traviata|2008-03-03 15:00:00.000000
159|303|8|Lucia di Lammermoor|2008-03-03 14:30:00.000000
604|203|6|Spamalot|2008-03-03 14:30:00.000000
2097|228|7|A Doll's House|2008-03-03 19:30:00.000000
3228|217|7|King Lear|2008-03-03 19:30:00.000000
3947|98|9|Eva Ayllon|2008-03-03 20:00:00.000000
4089|34|9|Alkaline Trio|2008-03-03 14:00:00.000000
4720|68|9|Mark Knopfler|2008-03-03 15:00:00.000000
6045|115|9|Jack Johnson|2008-03-03 15:00:00.000000
7588|44|9|Enrique Iglesias|2008-03-03 15:00:00.000000
866|203|6|A Catered Affair|2008-03-04 14:30:00.000000
1197|224|6|Legally Blonde|2008-03-04 14:30:00.000000
1898|227|7|A Doll's House|2008-03-04 19:30:00.000000
2109|222|7|The Bacchae|2008-03-04 14:00:00.000000
2850|205|7|The Bacchae|2008-03-04 19:00:00.000000
4130|12|9|U2|2008-03-04 15:00:00.000000
4224|23|9|Rock The Bayou|2008-03-04 20:00:00.000000
1026|200|6|Mamma Mia!|2008-03-05 15:00:00.000000
1865|220|7|Thurgood|2008-03-05 15:00:00.000000
3074|200|7|A Tale of Two Cities|2008-03-05 19:30:00.000000
3880|121|9|Mars Volta|2008-03-05 14:30:00.000000
5564|36|9|Ice Cube|2008-03-05 15:00:00.000000
5574|129|9|Bon Jovi|2008-03-05 19:30:00.000000
6825|32|9|Red Hot Chili Peppers|2008-03-05 15:00:00.000000
8455|38|9|Justin Timberlake|2008-03-05 19:00:00.000000
7|309|8|Doctor Atomic|2008-03-06 14:00:00.000000
514|233|6|Hairspray|2008-03-06 19:00:00.000000
1086|208|6|Chicago|2008-03-06 15:00:00.000000
1135|240|6|Gypsy|2008-03-06 20:00:00.000000
1275|243|6|Flower Drum Song|2008-03-06 20:00:00.000000
1438|236|6|Oliver!|2008-03-06 14:00:00.000000
3371|237|7|King Lear|2008-03-06 20:00:00.000000
4744|117|9|Isaac Hayes|2008-03-06 19:30:00.000000
4844|129|9|Herbie Hancock|2008-03-06 19:00:00.000000
5034|118|9|Dickey Betts and Great Southern|2008-03-06 19:00:00.000000
6084|113|9|Engelbert Humperdinck|2008-03-06 19:00:00.000000
6655|38|9|Taylor Swift|2008-03-06 14:00:00.000000
7222|44|9|Jimmy Buffett|2008-03-06 15:00:00.000000
7422|18|9|Return To Forever|2008-03-06 19:00:00.000000
7706|85|9|Steve Miller Band|2008-03-06 15:00:00.000000
8545|127|9|Widespread Panic|2008-03-06 19:00:00.000000
1705|257|6|Spamalot|2008-03-07 20:00:00.000000
1733|254|6|Beatles LOVE|2008-03-07 20:00:00.000000
2095|235|7|Woyzeck|2008-03-07 19:00:00.000000
2406|219|7|Electra|2008-03-07 14:30:00.000000
2799|232|7|Macbeth|2008-03-07 20:00:00.000000
2800|223|7|Rosencrantz and Guildenstern Are Dead|2008-03-07 14:30:00.000000
2861|217|7|A Man For All Seasons|2008-03-07 19:30:00.000000
3184|201|7|Thurgood|2008-03-07 15:00:00.000000
5125|62|9|The Rowdy Frynds Tour|2008-03-07 19:30:00.000000
5408|101|9|Blues Brothers|2008-03-07 15:00:00.000000
5957|124|9|Randy Travis|2008-03-07 19:30:00.000000
6052|65|9|Sugarland|2008-03-07 19:30:00.000000
6211|126|9|George Thorogood and the Destroyers|2008-03-07 14:00:00.000000
7246|120|9|Govt Mule|2008-03-07 14:00:00.000000
389|305|8|Madama Butterfly|2008-03-08 19:30:00.000000
954|228|6|The Little Mermaid|2008-03-08 19:30:00.000000
